,Texto,Sentimento
9390,acho que vou ser avó,feliz
9391,bolso compacto geométrico,feliz
9392,papai noel veio hoje,feliz
9393,bora  viver este dia !,feliz
9394,"partimos 2° dia de parque     em beto carrero world, santa catarina, brasil ",feliz
9395,quando a beleza é de família....,feliz
9396,acabei de ler...agora é o momento de colocar em prática!,feliz
9397,"... anota aí, a vida é feira de pequenos recomeços, recomece....            ",feliz
9398,pela minha amiga isa,feliz
9399,parabéns mestre dos mestres,feliz
9400,"♪ celebrar como se amanhã o mundo do fosse acabar, tanta coisa boa a vida tem pra te dar, o pensamento leve faz a gente voar♪        ",feliz
9401,finalmente eu fiz a minha manutenção e ainda ganhei uma pasta de dente do meu dentista.  kkkk,feliz
9402,"~°seja bonito por dentro, por fora somos apenas conteúdo  !  e isso  envelhece         ",feliz
9403,"como está o  por aí?! aqui no  esta muuuito  , e junto com ele vem à  se deve ou não ficar à  ! nunca deixaria de ser  por  de… ",feliz
9404,eu e mamis        em londrina,feliz
9405,tudo azul tudo blue......,feliz
9406,simbolo da globo ta com cara nova fico lindo,feliz
9407,bonheur !!!  amis pour la vie...  gratitude  gratidão .,feliz
9408,peguei um cone na rua,feliz
9409,2019 excelente programa,feliz
9410,bom dia!!!,feliz
9411,dicha!!!,feliz
9412,"piscina e família combinação perfeita! que venha 2019!!!    em atalaia, parana, brazil ",feliz
9413,como fazer a sua fofinha  depois de uma semana cheia de trabalho!,feliz
9414,"o melhor da vida, é viver         ",feliz
9415,coincidir :),feliz
9416,grupo facebook profissionais marketing:,feliz
9417,hoje eu acordei com uma vontade danada de mandar flores para o delegado...  @ sé de lisboa — at sé de lisboa,feliz
9418,luz!!!!! que 2019 eu tenha muita luz!,feliz
9419,hoje eu acordei com uma vontade danada de mandar flores para o delegado... — in lisboa,feliz
9420,noite par todos meus amigos e amigas  ano novo par todos vocês #,feliz
9421,feriaaaas!!!!           em parque dos elefantes - campos do jordão,feliz
9422,ultimo domingo do anogratidão por tudo meu deus!,feliz
9423,é preciso salgar os pés para adoçar a alma,feliz
9424,essa é a montanha mais bonitinha que já vi! ♡            em putucusi,feliz
9425,"na cama,""só pros inteligentes""....       em ceilandi sul ",feliz
9426,"curtindo o último sábado de 2018, sim!! com  e          ",feliz
9427,"black and white!......                 em piedade, pernambuco,… ",feliz
9428,fim de ano com os melhores...           em recreio posto posto 10,feliz
9429,esse será o meu look de  aprovado?! eu curti!!http://resenhando.com,feliz
9430,cuidar da natureza... é dever de todos!!http://resenhando.com,feliz
9431,feliz domingo.!,feliz
9432,eu escolhi ser  do seu lado  abençoe nossa,feliz
9433,irmãs no foco total,feliz
9434,a alegria e simpatia faz parte do dna da família,feliz
9435,"que venha 2019, pois ja estou preparado.....               ",feliz
9436,obrigado meu deus  em cristalina,feliz
9437,último domingo de 2018!                 em baia de…,feliz
9438,que a paz interior permaneça mesmo em meio ao caos. ...,feliz
9439,a felicidade virou rotina,feliz
9440,final de tarde na lagoa de ibiraquera!!!        em lagoa de ibiraquera e região,feliz
9441,que seu 2019 seja pleno em todos os momentos da sua vida.           em…,feliz
9442,"menina de alma linda, linda de alma tão menina! ...        ",feliz
9443,desejamos  muitas pedaladas em 2019...,feliz
9444,bom dia http://yflor.com http://linktr.ee/yflorcom,feliz
9445,meu cabelo esta preto,feliz
9446,pedalada adeus no velho 27k            em rodovia ayrton senna,feliz
9447,(tem que ser grande pra caber da minha imensidão)...,feliz
9448,bonheur !!!  amis pour la vie...  gratitude  gratidão .,feliz
9449,"você deseja ser feliz em 2019? seja ousado(a), convide jesus para governar a sua vida!             ",feliz
9450,"depois de um bom tempo sem ir, finamente vi a beleza que me apetece e o som que enche a alma obrigado jamnomam    em mam - museu de arte… ",feliz
9451,"ultrapasse barreiras e mostre para a vida que você não tem limites!        em santos, sao paulo, brazil ",feliz
9452,-  primeiramente se ame e ame os outros.  http://bit.ly/2tgw3hb,feliz
9453,minha vo e minha cunhada,feliz
9454,praia e amor!!!      em juquehy beach,feliz
9455,não perco o meu tempo mais...,feliz
9456,em birigui,feliz
9457,em birigui,feliz
9458,final de  pra,feliz
9459,último domingo do anoe a palavra e gratidãoobrigado senhor por + um ano de lutas e vitórias que venha 2019,feliz
9460,-  primeiramente se ame e ame os outros.,feliz
9461,"olha sou  desse  yuri ,  mãe    pablo  e  dessa   minha   como sou  apesar de não descansar mais     em… ",feliz
9462,foto pra fechar o ano com chave de ouro              em armazém da utopia,feliz
9463,viva 2019 do jeito que você sempre quis:,feliz
9464,feliz...  sigam:,feliz
9465,em rio de janeiro,feliz
9466,"um guri muito lindo tá me dando moral, acho que ele é psicopata   #",medo
9467,eeeee ano novo! começamos bem: windows 10 travou. vamos pagar pra formatar e perder todos os programas instalados? vaaaamos!  seria isso um preview de 2018?,medo
9468,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9469,"""kim jong-un"": vamos ouvir falar muito este ano. ele não está de brincadeira.",medo
9470,"carambas quando você tem sérios problemas mentais e diante de uma situação trágica, todo mundo chorando e você rindo.  eu ainda não tô sabendo lidar com isso, tá todo mundo me olhando feio.",medo
9471,últimos momentos do miguel na barriga,medo
9472,um amor para recordar,medo
9473,open bar de skol litrão trincado,medo
9474," as pessoas estão muito, muito, muito doentes mesmo.  ",medo
9475,passar a virada com uma blusa de game of thrones significa oq?,medo
9476,chuva agora com raios e trovoadas,medo
9477,será esse o espírito de 2018??????????,medo
9478,meu zeus oq será de mim nessa festa hj????,medo
9479,será que vai ser bom esse 2018,medo
9480,alguém em nome de jesus sabe como cancela snap que falhou ????? kkkkkkkkkkkkk,medo
9481,eu e meu menino com.medo...,medo
9482,se eu tenho  de algo é desse tal de  que tá chegando,medo
9483,que medo!!!,medo
9484,e esse pavê da minha tia que é de abacaxi mas parece de morango e tem gosto de pêssego....  kaka,medo
9485,a boca dela pega só um lado da boca dele,medo
9486,"é cada foto que eu to vendo no meu facebook, ",medo
9487,acho que vai dar outro temporal,medo
9488,o tempo ta passando muito rapido cara,medo
9489,"ai eu fui mandar a msg pro meu amigo que tá preso e foi outro cara que respondeu, esqueci q todos usam o msm celular lá e tem horário  ",medo
9490,"quebrei um pouco das lentes dos meus óculos no último dia do ano. guardadas as proporções, será que serei, mais uma vez, f*dido pelo azar? ",medo
9491,gente rafaela vendo meus históricos do pc,medo
9492,um cara veio me seguindo da minha casa ate a ariely,medo
9493,chove mto no centro do rio... mta água acompanhada de raios e trovões!!!,medo
9494,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9495,a realidade do filme breve se torna cada vez mais possível nessa sociedade atual,medo
9496,"tô na minha irmã, tem um garoto no pc falando sozinho mas tipo sem esta falando com ninguém online ",medo
9497,fiz uma listagem da ligação entre mim e a letícia,medo
9498,e no primeiro dia do ano vamos de um terrorzinho básico.   — assistindo it movie,medo
9499,"mdsssssssss, que chuva é essa?",medo
9500,mas valeu ícone to botando fé,medo
9501,tão me ligando kkkkk,medo
9502,será se minha orelha vai cair,medo
9503,passaportes já foram devolvidos e as duas pessoas já entraram de novo...a viagem continua...,medo
9504,assistindo colecionador de corpos,medo
9505,"é janeiro, só consigo pensar q sai a nota do enem ",medo
9506,"pega menina? — simmm, tô gostando de pegar meninas  ",medo
9507,abri o snap da maria clara q falava alguma coisa sobre farofa e veio notificação do polonio na mesma hora falando de farofa,medo
9508,02/01/18 03:11:26: ana luisa: amiga olha o stories do senteoclime02/01/18 03:11:30: ana luisa: a gnt aparece02/01/18 10:47:19: juliana porto: no insta?02/01/18 10:50:11: ana luisa: sim mas agr ja saiu02/01/18 10:50:14: ana luisa: a gnt saiu em quase todos,medo
9509,mas logo vim dar aquela morgada nas redes né e senti apenas,medo
9510,"indo almoçar: ""2018 será um ano sem stress ou gente escrota atazanando, prevejo isso...""um cafuçu caminhoneiro solta da janela um beijo para mim.   ",medo
9511,dia 2 de janeiro e ainda não tive coragem de ler o horoscopo pro ano,medo
9512,socorroooo!invocaram o natanael,medo
9513,quando do nada os móveis da casa começam a estalar kkkkkk,medo
9514,"meu deus, deu um bug muito estranho no meu celular ",medo
9515,sozinha em casa + chuva dessa=,medo
9516,[2/1 01:22] júlia: a gnt podia[2/1 01:22] júlia: ir p ilha[2/1 01:23] júlia: assistir o jogo[2/1 01:23] gabriel ♡: ha ha[2/1 01:23] gabriel ♡: acontece q não entro naquilo nem fudendo[2/1 01:23] gabriel ♡:,medo
9517,"lembrei-me logo disso.lá o senhor disse para ele ter cuidado com a mulher que ia conhcer no verão, não foi?! ",medo
9518,"quando eu te ver na rua,eu vou te encoxar —  ",medo
9519,eu nem sei pra quem eu vou votar esse ano,medo
9520,o  fica entregando a curtida do povo  haha,medo
9521,"eu tb blackmage, eu tb.      ",medo
9522,"o meu foi ""corra"". ",medo
9523,"vi um casal numa scooter na marginal pinheiros. o problema é que a moça levava um cachorro espremido no meio deles, segurando o pobrezinho só com uma mão ",medo
9524,gente tava falando com o boy e ele disse que o amigo dele me conhecia,medo
9525,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9526,dia 19 de janeiro o dia que decidi minha vida !!,medo
9527,estou tão produtivo em 2018 q me chamaram de alqueire de papanduva.,medo
9528,"se tem algo que pode estragar meu 2018, que tá indo muito nem até agora, é o fluminense ",medo
9529,"estou sedento por música eletrônica,espero csg ir em uma rave nunca nem fui  kkkk",medo
9530,acho que vou ter que servir ao exército,medo
9531,to sentindo que minha vida vai ter uma reviravolta,medo
9532,"koe mano, minha conta no pc aqui do trabalho foi desativada kkkkkkkkkkkkk. to rindo mas é de nervoso  rs",medo
9533,minha prima ta falando dormindo aqui do meu lado.,medo
9534,pensando mt nesse ano e,medo
9535,gente o q é isso no braço dela,medo
9536,tem  de  nesse vídeo vou provar pra você que é fácil viajar solo! http://youtu.be/_0zsq3_9he0?a,medo
9537,2018 tá começando do mesmo jeito que 2017,medo
9538,quando o marilyn começa a gritar say10 aaaaakkkkkkkkkk,medo
9539,aquela aflição que dá quando o seu crush. diz que é para você esperar que ele quer falar com você...,medo
9540,as criança tao toda errada,medo
9541,será q se eu tacar tinta preta no cabelo ele cai ?,medo
9542,"oi, eu te observo todos os dias da minha casa.assinado: edi —  essa guria piscicopata ",medo
9543,de volta à cidade do medo - capítulo xxii,medo
9544,"uns gringo me mandando msg no insta, tudo com cara de maníaco do parque  ",medo
9545,"a minha amiga fica dando rt em coisas muito pesadas em relacao a amizade e eu fico assustada poxa, to sem entender nada  amiga pare de fazer isso, eu nao estou entendendo",medo
9546,"parece o chaves e o kiko disputando quem tinha o carrinho melhor!  porém o detalhe dessa ""brincadeira"" é o poder de extermínio de milhares de vidas! ",medo
9547,minha tia e minha prima querem criar um twitter pra me descobrirem eu preciso descobri o delas pra bloquear primeiro hahahahahahaha,medo
9548,quanto mais eu assisto de ferias com o ex mais eu me identifico com a raissa,medo
9549,"política, religião, aborto... pfff isso é fácil. experimentem discutir futebol à mesa, trabalho... foge.  ",medo
9550,simmmmm  maior arma atual para os de sempre se manterem no controle de tudo e de rodos,medo
9551,ontem sonhei que tinha dado enchente e hoje me chove essa quantidade,medo
9552,"to com perda de memória recente, não é possível! já é a segunda vez na semana que mudo minha senha de e-mail  ",medo
9553,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9554,às 02:23 da manhã e o relógio da igreja batendo 7 vezes....,medo
9555,clip no multishow da preta gil e gal costa.,medo
9556,"jovens brasileiros cada vez mais loucos, ",medo
9557,"o jornal tá gravando do lado da minha casa de cabo frio, minha vó lokona foi lá pra tentar aparecer kkkkk ",medo
9558,se acha que eu vim pra disney pra desmaia pra morre.. kkkkkkkkkkkkkkkkkkkkkkk olha a cara da pessoa kkk,medo
9559,"mano soltei um punzinho no ônibus de viagem e fingi q tava dormindo pq o bagulho fico loco aqui a mulher da frente tava logo caçando quem foi, perseguindo cheiro e tal  hauahauahau",medo
9560,"ain  kkkkkkkkk desistir do role amor, vou ficar em casa com vc kkkkkkkkkk",medo
9561,como proteger seu pc e smartphone contra as falhas meltdown e spectre,medo
9562,"de acordo com o código civil artigo 1595 não existe ex sogra, ex sogro, ex genro e ex nora...mas referente ao  o código civil não diz nada",medo
9563,"não sei oque espera de 2018, meu horóscopo  tá dizendo que eu vo me apaixona e consequentemente namora, o cu tá na mão mas o baile que segue ",medo
9564,oftalmologista dia 31,medo
9565,eu to tendo uns sonhos tão loucos ultimamente,medo
9566,"apareceu um mimi aqui na agro, ele ra me seguindo ",medo
9567,"mano, tô dormindo a uns 40cm da minha priminha piolhenta  ",medo
9568,minha ex sogra me ligou...,medo
9569,jahshsh,medo
9570,eles tao usando jm copo igual os q eu tenho aqui em casa kkkk,medo
9571,to com um medo de mim hoje....   em guarulhos,medo
9572,fotinha no dentista       em rio de janeiro,medo
9573,cachorra ta latindo,medo
9574,que gracinha sqn,medo
9575,turista distraído    em praia das fontes,medo
9576,ui só apaixonada por 1fake,medo
9577,tô agoniada hoje que nem estou oficialmente de volta imagine amanhã,medo
9578,acordo com a minha gata me olhando fixamente,medo
9579,cruz credo passou um cara ali no meio do mato com uma foice na mão,medo
9580,"oq aconteceu cm o teu joelho? o açaizinho aq manda melhoras pra vc baby — eu cai e machucou, espero que não tenha quebrado  ",medo
9581,mar mesmo assim fala pra noix,medo
9582,eu tô me apaixonando e isso dá,medo
9583,meu miojo tá com gosto de maconha,medo
9584,o alcaide marchecito tem um  de manifestações nas ruas de porto alegre que até me surpreendeu ter ido pra fora da prefeitura quando o grêmio foi campeão…,medo
9585,ai o video enviou,medo
9586,meu sonho é conhecer paris  é só com japoneses,medo
9587,não deixe o ed motta ouvir ..vai chorar e dizer que é melhor que pavarotti,medo
9588,"se estrelas fossem lindas quanto você, eu passaria noites em claro olhando para o céu — meu deus eu nunca postei foto minha, estou mais vigiado que o bbb  mas obrigado você é um am... ",medo
9589,"não sei porque, mas sinto uma coisa ruim toda vez que vejo o presidente temer na mídia. imagina se eu cruzar com ele por ai?            ",medo
9590,"na moral, não da pra entender a pessoa que fala uma coisa e daqui a pouco está lá, fazendo outra totalmente ao contrário do que ela passou ser. ",medo
9591,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9592,"a pessoa me viu duas vezes, não sabe nem meu nome, e me mandou solicitação no face, ",medo
9593,"tá tudo estranho, tá tudo diferente de como era antes ",medo
9594,vamos jogar com o andre pinto contra o porto ...,medo
9595,27 dias pra começar as aulas,medo
9596,as vezes não é respeito é  :-),medo
9597,ivonete é de mais  de fazer as minhas,medo
9598,minha namorada é doida não sei como amo tanto esse pedaço de ser.,medo
9599,sou muito viciada em henrique e juliano sei cantar quase todas as musicas,medo
9600,emilly tá rindo que nem doida,medo
9601,amor para recordar,medo
9602,"meu deus do céu, que porra de grupo é esse, só retardado querendo aparecer ",medo
9603,meu celular começou a tocar musica sozinho e o spotify tava fechado,medo
9604,"minha tia foi no posto e falaram que ela tá com zika, e ela tá com os mesmos sintomas que eu ",medo
9605,menino está apaixonado por mim,medo
9606,"""eu sentiria sua falta"" — eu disse isso? quem é?  ",medo
9607,vou fazer minha primeira tatoo hj,medo
9608,"como que faz, quando sua amiga fala dormindo!?  ",medo
9609,no cariri a inteligência artificial evoluiu para a consciência: computadores fazem pagamentos por engano.,medo
9610,e essa semana ainda eu tava lendo que a sony voltou a por dinheiro no aibo..,medo
9611,vontade de te pegar pra mim prender num potinho do abrir de vez em quanto pra dar comida e se tentar sair te deixo trancada até... —,medo
9612,a transformação da anitta vai começar,medo
9613,tenho que ir me alistar,medo
9614,do segredo dele,medo
9615,quantas vezes a gente precisa assistir  para entender a série? porque meu vizinho está maratonando há 2 semanas. eu que achava a música de abertura linda já não aguento mais.,medo
9616,"[6/1 00:15] wallace : avisa pra ludmilla, que é hoje!!![6/1 00:15] wallace : pode fazer 2x mais salgadinhos, que eu vou acabar com tudo!!!",medo
9617,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9618,só pode que eu to apaixonado pra crlh,medo
9619,td q vc faz um dia volta p vc,medo
9620,minha cara tá de duas cores pq eu to descascando kkkkkkkkkkkkkk,medo
9621,"eu tô tão desgraçada da cabeça já porque cada vez que tem um casal foda com duas mulheres, matam uma delas. agora entrei na bad pensando nos desfechos trágicos....  limantha",medo
9622,alguém me explica porque a carolina baixou 8482738 fotos de armas no meu celular,medo
9623,cuidado quando você estiver ouvindo música no youtube vc pode acabar ouvindo vitas,medo
9624,"kylie n posta nada no insta desde o natal,  do proximo post dela ser sobre estar gravida senhor",medo
9625,fiquei mexendo no celular na chuva e agora n tá saindo som,medo
9626,"meo deos, uma assombração    em colônia rodrigo silva ",medo
9627,se liga nesse leão!,medo
9628,vc tá em coxim??? mds acho que te vi na rua hj —  tô kkkjlk,medo
9629,minha segunda compra grande,medo
9630,ouija  que jogo sinistro,medo
9631," das contratações do grêmio, mas vamos confiar!!",medo
9632,indo assistir o terceiro ep da 4temp de blackmirror,medo
9633,tem pessoas no meio da rua,medo
9634,minha mãe tá sendo muito legal comigo,medo
9635,"é esse aí  — ah, essa eu vi ",medo
9636,misericórdia falou que nem meu pai,medo
9637,"depois dessa fanfic dessa army, as coisas tão muito estranhas ",medo
9638,"vou te chamar no whats e só leva ela msm kkkkkkk, pelo menos um gol em todos os jogos eu faço pra ela kkkk — mas gente até meu wpp vc tem que  ",medo
9639,"te vejo direto passando na rua j — eita,  ",medo
9640,o cara do grupo do colégio já me achou no facebook e acabou de me achar no instagram... espero que não me ache aqui!,medo
9641,essa nina eh mt obcecada,medo
9642,to fazendo bolo,medo
9643,"agora que eu entendi a primeira foto bicho, pior que tem sentido ",medo
9644,juro pra vcs que minha casa ta tremendo com essas trovoadas..,medo
9645,mandei fotos do meu exame pra minha médica naty ela só visualizou e não respondeu,medo
9646,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9647,socorr meu celular começou a tocar música sozinho,medo
9648,minha madrinha está tão boazinha cmg,medo
9649,agr indo pra casa só eu e minha amiga no metro,medo
9650,pessoas estranha me chamando no whats !!,medo
9651,manoooo. .. tô achando que os white walkers tão chegando,medo
9652,"rui rio tem aquele ar de quem gostaria de ""dar uma lição"" ao portugueses. ",medo
9653,"mais um ano lidando com esse lava, seca, escova cabelo na transição  tenho que já ir atrás de salão especializado em cachos aqui em teresina porque em agosto pretendo cortar. ",medo
9654,tinha um cara baleado na esquina de casa,medo
9655,quando o seu celular começa a travar no meio de,medo
9656,"acabei de assistir arkangel e to pensando se essa tecnologia realmente existisse, minha mãe já tenta controlar minha vida pensa se ela pudesse saber minha localização o tempo todo e ver tudo que eu vejo ",medo
9657,hauahsu,medo
9658,eu tô escutando umas coisas estranhas mas tá todo mundo aparentemente dormindo aqui em casa,medo
9659,"fingindo plenitude pré-prova, mas só deus sabe o tamanho do meu desespero por dentro ",medo
9660,as coisas tão cada vez mais precoces no mundo,medo
9661,no caminho do role a barriga começou a ficar esquisita,medo
9662,amanhã eu começo a estudar,medo
9663,o facebook tá dizendo pra eu já começar a preparar minha festa de aniversario,medo
9664,completamente euuuuu!!!! kkkkk,medo
9665,eu e o lucas assistindo os pais dele se divertir...rsrs,medo
9666,"sonhei que tinha um gato enorme de gordo no meu quarto da época de solteira. fazia de tudo pra ele ir embora, mas ele era mais forte do que eu e sempre voltava. se alojou numa gaveta da mesa do computador. ",medo
9667," acabei de ler essa caralha. a tensão é real fazer escolha porra nenhuma não, deixa rolar ajbsjsbsjsjsjsbsjsj rindo de nervoso e querendo atualização logo",medo
9668,eu nas redes sociais,medo
9669,cortei um pouquinho embaixo do ombro esperando secar,medo
9670,a gabi dorme de olho aberto misericórdia,medo
9671,a siri abriu sozinha kk,medo
9672,gente meu irmão tá falando sozinho aqui no quarto,medo
9673,de me hackearem também,medo
9674,carnaval está chegando,medo
9675,"quero morrer amiga das minhas amigas, se é que me entendem! uashuahs ",medo
9676,cara to tão confiante!! mas só quero ver amanhã,medo
9677,"eu assistindo ao jornal... ""além da enchente, os moradores tiveram que lidar com os tiros vindo da comunidade""... eis q ouvimos os tiros... aaah rio de janeiro...  ",medo
9678,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9679,tô com a mesma dor nas costas de quando fui parar no hospital tomar medicação na veia.,medo
9680,"quando seu horoscopo diz que que voce pode ficar doente, e voce está desde que acordou tomando chá pra garganta inflamada ",medo
9681,nãotenha tentarmuitosde  aporta nanossa,medo
9682,será que a doença que faz agir como blogueira nos stories do instagram é contagiosa?,medo
9683,"por isso ele disse pro taehyung parar naquela hora aaaaaaa tudo se encaixa. e esse ""bug"" seguido da carinha de novo? aaaaaaaaaa   ",medo
9684,"choquei ao ver pela 1° vez ao vivo e à cores um cerumano com camisa do ""bolsomito de 2018"". ",medo
9685,tudo menos o 1° kkkkkk,medo
9686,caralho ..comecei a semana recebendo um video do leandro karnal e outro do delfim neto.... será que daqui pra frente a coisa melhora ?? ou será que a semana vai ser desse padrão todo dia ??,medo
9687,nãotenha morrer cedotenhamedo deviver pouco teu  oh saborde viver,medo
9688,nem tô conseguindo ouvir d um lado,medo
9689," 23:4 | ainda que eu ande por um   como a  não terei  de nada. pois tu, ó  deus, estás comigo. veja:          ",medo
9690,que eu tomei a decisão certa?!!,medo
9691,vc quer morrer com quantos anos? — mds que pergunta é essa kkkkkkkkkkkkkkkkkkkkk,medo
9692,sensacional as imagens desse quadro do  muito bom!,medo
9693,"xiiii deu no  q o spfc tá interessado no robinho, então é verdade. ",medo
9694,"central do brasil está fazendo vinte anos, gente?  ",medo
9695,o boy fica stalkeando ate o que eu tô ouvindo no spotify kkkmmkk,medo
9696,sonhei que o @ me estuprava,medo
9697,"você não sabe de onde vem a expressão ""escaldar o coelhinho""? assista atração fatal, com michael douglas e glenn close. é muito... — estou  e com  ao filme ✓ ",medo
9698,tao fazendo uma fanfic minha caralho to assustado quero nem ve,medo
9699,eu vo ficar careca se eu continuar fazendo merda no meu cabelo,medo
9700,"quem viveu a época do simsimi? ele ficava falando pra mim ligar minha câmera, só que meu pc é de mesa e não tinhaqualquer coisa q eu falava ele voltava nisso",medo
9701,"a divulgação tá muito pesada, não sei se isso é um bom ou ruim sinal ",medo
9702,oi luci rsrs — oi rsrs,medo
9703,"assim gnt nao sei como apareci no telao nesta parte pq assim, nao tinha camera nenhuma na minha frente ",medo
9704,postei as fotos da viagem e agora tem um monte de árabe me seguindo,medo
9705,"se o povo já exagerou nas roupas de fim de ano, eu vou ficar sentadinha esperando o que vão aprontar no carnaval!  ",medo
9706,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9707,sonhar que  acidentalmente quebrou um óculos prada da charlize theron...,medo
9708,estudei 50min. seja o que deus quiser,medo
9709,um dj com a conta verificada acabou de me seguir,medo
9710,tá tudo estranho... tudo estranho...,medo
9711,a day e o gabe botaram piercing no septo agr só falta eu msm,medo
9712,se eu te pegar vai sair de cadeira de rodas bb — que horror jovem,medo
9713,de taxarem td,medo
9714,não gostei do que sonhei lkkkkkkkkk,medo
9715,será que eu vou conseguir uma vaga pra ciências contábeis na ufes pelo sisu?!,medo
9716,"previsões para  apontam o fim do mundo como conhecemos, repleto de catástrofes, será?   ",medo
9717,"um número de cel q ñ conheço, fez um grupo de whats cm nome estranho e só ta eu e a pessoa q criou... ",medo
9718,hoje tive um sonho horrível. que dava uma cheia em rio do sul e eu tinha que atravessar uma ponta de madeira e a água era tanta que levava o povo que tava na ponte. foi tenso.,medo
9719,mano todo dia tem passarinho morto nesse hotel,medo
9720,ta fazendo um barulho muito estranho aquii,medo
9721,3ºrão tá chegando,medo
9722,tá explicado o porquê que eu não tinha amigos em 2014,medo
9723,pq vc não dá uma chance pra outra pessoa? —,medo
9724,"se até maria hill tem filharada e a carol tá indo pro mesmo caminho já vou começar a ler livros de içami tiba, comprar dvds da disney(nada de peppa pig e patati patatá) e comprar roupas, fraudas e comida pq vai que... ",medo
9725,bicho eu acabei de assistir malevola ai eu entro no twitter e vejo esse tweet,medo
9726,tão regravando um dos melhores cds de rock dos últimos tempos  a faixa beach life-in-death ja ficou bem massa),medo
9727,pronto! a novela rueda passou... agora vamos aguardar os apuradores com as contratações!,medo
9728,• o mais importante é... •,medo
9729,"quando alguém te conta uma história que já é surreal desde o inicio, mas ai la pelo meio enfia um ""até aí tudo bem"". miga, não tava nada bem não ahhaahahhaha ",medo
9730,arianators estou com,medo
9731,"daí você vai viajar no fim do ano e deixa a sua primeira cultura de  descansando. é curioso, parece uma bolacha-do-mar no chá abundante, trabalhando pela sua saúde até você voltar. então você retorna e depara com um polvo submerso te encarando.  ",medo
9732,"hahahahahahaha   ,  black mirror is real.o aplicativo da sansung com a hbo pra pagar da sua memoria via hipnose a serie pra voce ver ela de novo.kkkkkkkkk  to rindo de nervoso.http://samsung.com/se/unspoilme/eng/",medo
9733,aaaaaaaah meu deus que,medo
9734,vo assisti o black mirror de natal,medo
9735,mano kkkk,medo
9736,"minha dog olha pro nada e fica latindo, sera q ela ta vendo algo e eu nao? ",medo
9737,"será?  ele parece tão legal, pediu meu insta e as fotos ele parece ser super de boa",medo
9738,to impactada com o que aconteceu hoje na rua. rio de janeiro cada vez mais violento!,medo
9739,faço isso sempre,medo
9740,"meu cordão de iemanjá acabou de cair do meu pescoço. do nada. não torou, simplesmente abriu ",medo
9741,é a 193828282 vez que a porra da porta bate com tudo essas hora e todo mundo dormindo kkkkkkk e nem vento tá entrando dentro de casa,medo
9742,será que essa vai ser a capa de machika?,medo
9743,ahh eu não consigo ver ou jogar qualquer coisa que seja de terror ...,medo
9744,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9745,o @ tá me elogiando muito.,medo
9746,desisto se acha que eu vou continuar ... kkkkkkkk,medo
9747,tem um numero privado me ligando toda hora,medo
9748,meu irmao ta um doce hoje,medo
9749,apareceu um cara me mandando mensagem usando máscara do anonymous,medo
9750,eita! meu curious cat só tem pergunta pesada.,medo
9751,ouço daqui de casa,medo
9752,opaaa que começou a cair o mundo literalmente por aqui... escureceu tudinhooo o céu hahaha...,medo
9753,10/01/2018 01:27:10: : queria te falar não10/01/2018 01:27:16: : mas vou falar10/01/2018 01:27:43: : ontem quando te vi meu coração acelerou10/01/2018 01:27:49: : estranho 10/01/2018 01:36:07: : ansiedade com vontade   kkk,medo
9754,vixi um monte de foto do bobby até me assustei,medo
9755,eu devia filmar eu mesma dando soft block eu dou tao rapido,medo
9756,relâmpagos e trovões,medo
9757,estou amamentando e nem eu nem minha bebe podemos tomar a vacina.o que podemos fazer?,medo
9758,descobri q eu mexo os dedo do pé enquanto durmo,medo
9759,3a vez sonhando c essa peste desse garoto,medo
9760,"vei tinha um carro suspeito aqui na minha rua, desceu dois policiais numa carreira da bexiga logo na hora que eu ia indo pra academia que  viu!",medo
9761,"se eu postasse tudo que passa na minha cabeça, das  duas uma, estaria rica ou internada. eu sou muito doida, sério. ",medo
9762,sol misan rsrsrsrs,medo
9763,"e esse ano, na copa, vou tá trabalhando na pqp ",medo
9764,vc vai seguir pessoas e ouve a voz da namorada no fundo “olha quem vai seguir vou olhar tudo depois”,medo
9765,"há com cada ""raríssimas"" nos esports que nem é bom   é sempre a subir  ",medo
9766,e  com essa músicachei de mina,medo
9767,tutorial p/ matar alguém do coração:1 coloque a pessoa para jogar jogos de terror a noite com tudo apagado2  espere o momento mais tenso do jogo3 assuste a pessoa,medo
9768,eu tenho  apenas!,medo
9769,foi pra q ano? — 1 do ensino médio,medo
9770,parece lei pelo menos uma vez na semana sempre sonho com a @,medo
9771,vamo perder o wallace pro atlético mg,medo
9772,"já chego usando snap e mandando vídeos e fotos pra todo mundo dos contatos, uns eu nem sei quem é ",medo
9773,tem negócios que parecem pirâmides. mas tem uns que parecem seitas mesmo. com direito a rituais de iniciação e recrutamento de novos adeptos...,medo
