,Texto,Sentimento
369,"Capaz el otro pone de estado una carita  y mi vecina le va a dar MG, bueno la otra también, y esa tiene como acercarse más ��",Neutro
370,Capital Teresina Funed investiga cinco mortes por suspeita de febre amarela em Minas Estado de Minas A Fundação… https://t.co/HsgSxLsa82,Neutro
371,Carangola editada a partir da rede do COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MG - PRODEMGE https://t.co/jPlUYOdDed,Neutro
372,"Cármen deve julgar nos próximos dias reclamação do governo de MG sobre bloqueio de contas do Estado em ""momento de… https://t.co/Uq0a9tPb4Z",Neutro
373,Cavalo emociona ao se despedir de dono em enterro – Estado de Minas: Estado de Minas Cavalo… https://t.co/8qTbaBD5s6,Neutro
374,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/2KUJmYCaYc,Neutro
375,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/8IA3RQ8v99,Neutro
376,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,Neutro
377,Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/oAvFb7mRZa,Neutro
378,"-che como conociste a tu novia?
+le puse mg a un estado que tiró en fb que decía ""mg y sale rela""",Neutro
379,"CHIQUINHO POLITIZADOR 
GASTANÇA CONTINUA EM MG
Isto, porque o governador decretou estado de calamidade... https://t.co/4mw6WevLsr",Neutro
380,Chuva ajuda e principal nascente do Rio São Francisco volta a jorrar água - Gerais - Estado de Minas https://t.co/yDmW0P3dY2,Neutro
381,"Chuva alaga e fecha estação Jardim São Paulo do Metrô, na zona ... - Estado de Minas https://t.co/GtwFhwsdSe",Neutro
382,Chuva com granizo atinge BH e provoca alagamento no Anel Rodoviário - Gerais - Estado de Minas https://t.co/te0JnL56Kw,Neutro
383,Chuva com granizo volta a atingir BH pelo segundo dia seguido - Gerais - Estado de Minas https://t.co/pTejociPyC,Neutro
384,Chuva pode refrescar o calor em BH nesta quarta-feira - Gerais - Estado de Minas https://t.co/Dc12vdSsde,Neutro
385,"Ciclo do ouro, período que marca a ascensão do atual estado de Minas Gerais na economia colonial. Em 1763, a sede do (part 13)",Neutro
386,Cinco presos fogem de cadeia em Minas armados - Gerais - Estado de Minas https://t.co/lnAfvHy6ZP,Neutro
387,Claro que lo hará. El nuevo Secretario de Estado explotará aún más el petróleo y minas de Guatemala. @usembassyguate https://t.co/g0QItHF5mx,Neutro
388,"Coisa linda ver a Adélia Prado sendo premiada pelo seu conjunto da obra, ela mais que merece <3 https://t.co/i1LCDxxNNf",Neutro
389,Com a palavra o TJMG:... https://t.co/ExIpfMHmYK,Neutro
390,Com demanda reprimida mercado imobiliário tem queda de preços pelo terceiro ano seguido - Economia - Estado de Minas https://t.co/uOnwN3i04o,Neutro
391,"Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas https://t.co/78nRo8QcSb",Neutro
392,"Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas https://t.co/7M9qUIGXQX",Neutro
393,"Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas https://t.co/9QbNeWaLbg",Neutro
394,"Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas https://t.co/ft8W74u7kt",Neutro
395,"Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas https://t.co/JhesG0Rtjg",Neutro
396,"Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas https://t.co/oK7IkpqSHY",Neutro
397,"Com o pai preso,filhos de Eduardo Cunha curtem a via adoidado neste verão(Jornal estado de minas)Preocupados né  ? https://t.co/n3oeHWJlwm",Neutro
398,"Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas https://t.co/2Sg4mswHqv",Neutro
399,"Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas https://t.co/ck0767iZp2",Neutro
400,"Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas https://t.co/xsv6nxe3YF",Neutro
401,"Com suspeita de surto de febre amarela no interior de MG, governo alerta OMS e envia equipes p/ investigar casos -   https://t.co/byOUUF1Atr",Neutro
402,Combate a cheias opõe Doria e Haddad - Estado de Minas https://t.co/sJI9kXfU9Z,Neutro
403,Comerciantes de Brixton se mobilizam contra risco de gentrificação ... - Estado de Minas https://t.co/ctqVrAM3nl,Neutro
404,"Como a Rússia tentou fragilizar Hillary e ajudar Trump, segundo a inteligência dos EUA - Estado de Minas… https://t.co/TK8V3o47oZ",Neutro
405,Cómo la baja que único chabon que me llama la atención haya estado con la mitad de las minas que conozco,Neutro
406,Como le chupan el orto a la mina tira un estado en face o una foto en instagram y todas le ponen mg �,Neutro
407,"Como les gusta a las minas tipo treintonas mostrar reiteradamente PIERNAS Y PIES EN ESTADO DE RELAX...

Están ahí de querer mostrar el orto.",Neutro
408,Como quieren que supere brc si me siguen dando mg al video de Micaela en grisu con su estado de bipolaridad.,Neutro
409,"Como todo comunista pego abusando dos previlegios, em vez de se corrigir, torna secreto os gastos da mordomia https://t.co/6XjITbKO1T",Neutro
410,"Comunicado: Ocorrência de casos de Malária na região de Garimpo Areinha, Regional de Diamantina https://t.co/TRsyye5JfT",Neutro
411,Confiança do consumidor do México recua em dezembro ante novembro - Economia - Estado de Minas https://t.co/ozSiwSoC8z,Neutro
412,Congresso exagera nas homenagens em ano de tensão política - Politica - Estado de Minas https://t.co/340hVacake,Neutro
413,Congresso tem 13 propostas que melhorariam segurança nos presídios paradas - Politica - Estado de Minas https://t.co/8eOo6ZUV9v,Neutro
414,Congresso tem 13 propostas que melhorariam segurança nos presídios paradas - Politica - Estado de Minas https://t.co/vEBzqivNjx,Neutro
415,Conheça a Legislação que regulamenta o uso de aeronave pelo Governador de Minas https://t.co/VaiBwG9scs,Neutro
416,Conjunto da obra: Adélia Prado vence o Prêmio Governo de Minas Gerais de Literatura 2016 | @PublishNews https://t.co/wwyo25lbPf,Neutro
417,Conjunto da obra: Adélia Prado vence o Prêmio Governo de Minas Gerais de Literatura 2016 https://t.co/5ZCqyjb0y1,Neutro
418,Conselho Estadual de Patrimônio de Minas Gerais aprova o reconhecimento da Folia de Reis como patrimônio cultural imaterial do estado.,Neutro
419,"Construção de novos presídios não tem prazo para ocorrer, diz ministro da Justiça - Nacional - Estado de Minas https://t.co/Gv3tnhFWDq",Neutro
420,"Consumo de energia no País em dezembro sobe 1,3% na base anual geração cai 0,6% - Estado de Minas… https://t.co/xqpj1X9X8C",Neutro
421,"Consumo de energia no País em dezembro sobe 1,3% na base anual; geração cai 0,6% - Estado de Minas https://t.co/gdbqFyTmMs",Neutro
422,"Consumo de energia no País em dezembro sobe 1,3% na base anual; geração cai 0,6% - Estado de Minas… https://t.co/QjMtnI999p",Neutro
423,"Contra pornografia e masturbação, deputado propõe projeto que barra conteúdo na internet - Politica -Estado de Minas https://t.co/TXc5cVRX7O",Neutro
424,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG  https://t.co/6siymwS8kP",Neutro
425,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG  https://t.co/oBHavE6J95",Neutro
426,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG  https://t.co/oBHavE6J95",Neutro
427,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/49ToAcM63K https://t.co/7PUeS0oHm4",Neutro
428,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/dhD1QkYFD4 https://t.co/Uc8KASRM06",Neutro
429,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/fDSZ8gdYut https://t.co/Un6yGCAUOi",Neutro
430,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/mtzQ52QaBq https://t.co/DDYQHVCiBo",Neutro
431,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/qZvwRXWkGf",Neutro
432,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/vOG5YcKR1m #SomosTodosDilma #Raynniere #BuyRaynniereOnItu…",Neutro
433,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/X6drR5c14q https://t.co/1sCJAeOmi2",Neutro
434,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/YkW9dbW2kt https://t.co/QZUcogyhKe",Neutro
435,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/ZAQL4gESkj https://t.co/TbRrHexDso",Neutro
436,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/zesxqPYALO",Neutro
437,Corte que puse eso en el estado de wanda y le daban mg los pibes�,Neutro
438,Creo que en mi estado tolerancia cero empezare a bloquear a todos los que me ignoran y los que ponen mg a algo y a las 2 hs lo sacan.,Neutro
439,"Creo que en mi estado tolerancia cero empezaré a bloquear a todos los que me ponen mg a algo y a las 2 hs lo sacan. Ya te vi Lucas, dejalo.",Neutro
440,Creo que me iba a hablar porque le di MG a su estado��,Neutro
441,Criança de 4 anos se afoga e morre enquanto mãe usa o celular na piscina - Internacional - Estado de Minas https://t.co/CqFHFF9mNo,Neutro
442,Criança de 4 anos se afoga e morre enquanto mãe usa o celular na piscina - Internacional - Estado de Minas https://t.co/Nrnc3Wms9K,Neutro
443,Criança morre em piscina de condomínio de luxo no Norte de Minas - Gerais - Estado de Minas https://t.co/4TR4vJeucC,Neutro
444,Crime organizado é disputado por 27 facções no País - Estado de Minas https://t.co/1DSdOQjrD6 https://t.co/3KP7OpxezZ,Neutro
445,Crime organizado é disputado por 27 facções no País - Estado de Minas https://t.co/Nh1Lgyarfl,Neutro
446,Crime organizado é disputado por 27 facções no País - Estado de Minas https://t.co/nH7hfdoBhK,Neutro
447,Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ,Neutro
448,Criminalidade em Nova York cai ao menor nível em 25 anos - Estado de Minas - https://t.co/vHmkqiOZw3,Neutro
449,CULTURA - RELIGIÃO - MINAS GERAIS... https://t.co/oQ5SzzshDE,Neutro
450,Cultura: Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado https://t.co/FN20XvyByD,Neutro
451,David le puso mg a mi estado pero no le voy a hablar.�,Neutro
452,Davos convida Janot para falar sobre corrupção - Politica - Estado de Minas https://t.co/IEHOQJTxz7,Neutro
453,"De olho na reeleição, Rodrigo Maia reúne deputados no Recife em almoço - Politica - Estado de Minas https://t.co/Tn6aC0Cx10",Neutro
454,De reis do lucro a banqueiros falidos - Economia - Estado de Minas https://t.co/0m57Xp8WLn@,Neutro
455,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/1OvGQYVU78,Neutro
456,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/22Xv6EY0mD https://t.co/WvE8hKGee3,Neutro
457,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/54WARq3MLg,Neutro
458,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/dz22ZgenaJ https://t.co/xQOA7WDB1C,Neutro
459,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/eUhlByxfgl https://t.co/vHeqPaObOj,Neutro
460,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/Gnb56kUdki,Neutro
461,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/KT3ps3uIFp,Neutro
462,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/w2jiyQv5ye https://t.co/HQwPbRhawx,Neutro
463,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/xhVks4ofXT https://t.co/lfd2lNluin,Neutro
464,Defesa Civil de MG confirma 16ª morte pela chuva no estado https://t.co/XiLU4HnVtd #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,Neutro
465,Defesa Civil estadual confirma 16ª morte pela chuva em Minas https://t.co/zbOhB2N0n3,Neutro
466,Delegada fala sobre o problema da delegacia de trânsito de Governador Valadares https://t.co/nTFffAEmpL https://t.co/SRjtfREJlt,Neutro
467,"Delícia! - Starbucks quer triplicar número de lojas no País, incluindo BH - Economia - Estado de Minas https://t.co/bBzBAIPFyw",Neutro
468,"Depois de 4 anos reunindo material e lançamos nosso primeiro poster com os anuros (sapos, pererecas e rãs) de... https://t.co/xg1ZKLj78k",Neutro
469,Deputado Cabo Júlio é condenado e fica inelegível por 10 anos - Politica - Estado de Minas https://t.co/3GfAqvrFHS @Planalto e asseclas,Neutro
470,"Deputado Major Olímpio, de São Paulo, exalta chacinas na internet - Estado de Minas https://t.co/9AqG1qGcl7",Neutro
471,"Deputados, Senadores, Governador de Minas Gerais e Prefeito de Januária&colon; Pedimos a pavimentação da MGT 479, es https://t.co/FTrPxp27Eb",Neutro
472,"Deputados, Senadores, Governador de Minas Gerais e Prefeito de Januária&colon; Pedimos a pavimentação da MGT 479, es https://t.co/m2DnoL6ffP",Neutro
473,"Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",Neutro
474,"Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/hbX8xU23Da",Neutro
475,"Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ocxmenitgm",Neutro
476,"Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/Ww4V5b8T3f",Neutro
477,"Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/ygCF6715QG",Neutro
478,"desculpe, disse que estava eleito mais um jovem deputado federal mas se pá temos aí algo maior, governador de MG, p… https://t.co/rKIMnHdB6k",Neutro
479,desertor do Exército da Coreia do Norte fala ao EM sobre o regime imposto no país - Internacional - Estado de Minas https://t.co/Z21U1vYRUq,Neutro
480,Designan a Edmundo Ranero como nuevo secretario de Movilidad – Edoméx Informa | Noticias del Estado de México https://t.co/YubkQ17Bz3,Neutro
481,Designer cria lista colaborativa com os ensaios dos blocos de carnaval de BH - Gerais - Estado de Minas https://t.co/IqvZWK5bVq,Neutro
482,Designer cria lista colaborativa com os ensaios dos blocos de carnaval de BH - Gerais - Estado de Minas https://t.co/s5dLdDwq4I,Neutro
483,Después de días le dio mg a un estado en fb.,Neutro
484,"Devem ter jogado uma praga poderosa no PT visando exterminar o partido e seu legado positivo. Pra piorar, mesmo... https://t.co/voZnD1vOCx",Neutro
485,"Diante disto so resta aos mineiros que o elegeram, aplaudir tal conduta.
Que suas viagens aereas sejam abreviadas... https://t.co/dAMHJndnzw",raiva
486,Dieese: custo da cesta básica fica mais caro em 2016 - Economia - Estado de Minas https://t.co/I84TY3Wj6b,Neutro
487,Dieese: custo da cesta básica fica mais caro em 2016 - Estado de Minas https://t.co/BgHWmwlCkK,Neutro
488,Dieese: custo da cesta básica fica mais caro em 2016 - Estado de Minas https://t.co/LiLmIfo2MV,Neutro
489,"Diputados, Senadores, Presidente Municipal, Gobernadores, secretarios de estado,  regidores; los ciudadanos los... https://t.co/xaWgIG7Z6w",Neutro
490,Disputa pelo comando da Câmara já tem três candidatos e promete ser acirrada - Politica - Estado de Minas https://t.co/NVw6azdZey,Neutro
491,Donos de sorveterias aproveitam o verão para venderem mais em Governador Valadares https://t.co/Jj3yY2gpf4 https://t.co/sZDDdIWG1t,Neutro
492,Donos de veículos enfrentam longas filas para ir ao Detran de Governador Valadares https://t.co/mQzrEyrDgJ https://t.co/R5vezCDJHM,Neutro
493,Doria cria 'Lei Soninha' contra atrasados - Estado de Minas https://t.co/tKWHpjUAab #notícias https://t.co/VvKxAmIWpr,Neutro
494,Doria tenta esconder morador de rua com tela - Estado de Minas https://t.co/JbrqzZD59h,Neutro
495,Dsp esta la puta esa que le da  mg a todos los estado de el �,Neutro
496,"Durante coletiva realizada na tarde dessa segunda-feira (9/1), a Secretaria de Estado de Saúde de Minas Gerais... https://t.co/byKPpBvwju",Neutro
497,É de Governador Valadares?Se liga na programação |Curso Atendimento ao Cliente |16 a 19 de janeiro|Info em 33.3278.… https://t.co/cfsnIrtK9V,Neutro
498,"E depois declara estado de calamidade em MG e compra 2 helicópteros �
Onde está a crise ⁉� https://t.co/joxHezlmBL",Neutro
499,"E em Goiás, como está a situação? ""Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciaisc
https://t.co/WwQzLOFvtT",Neutro
500,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar @GloboNews https://t.co/UGa7UXMYpX,Neutro
501,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar @GloboNews… https://t.co/NwPm08Lq26,Neutro
502,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar https://t.co/3TusR2VTfF,Neutro
503,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar https://t.co/GVDMS5HWxM,Neutro
504,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar Indeniza ess… https://t.co/cXyBgdlaTN,Neutro
505,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar NA CADEEIA https://t.co/sqwfRP3zxy,Neutro
506,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar, https://t.co/5kOzUsGGiK",Neutro
507,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,, https://t.co/toQjoM43Wi",Neutro
508,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,, https://t.co/sCcdHIYB7A",Neutro
509,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,, https://t.co/sjoIEd18QI",Neutro
510,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,, https://t.co/9xcjYoQqTp",Neutro
511,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,,, https://t.co/rSVn1bDr1d",Neutro
512,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,,,, https://t.co/aMut06nDS8",Neutro
513,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,,,,, https://t.co/WXLZcsOQMD",Neutro
514,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,,,,; https://t.co/JcDuY3spKA",Neutro
515,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,,,; https://t.co/ntr3vCNJoA",Neutro
516,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,,; https://t.co/CP1ulGAxJc",Neutro
517,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,,; https://t.co/scl2M7HOCK",Neutro
518,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,,; https://t.co/UWbLR47SF2",Neutro
519,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,,; https://t.co/NgdbYeEofF",Neutro
520,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,/ https://t.co/xguEFObob1",Neutro
521,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,; https://t.co/1QtSEWtwAL",Neutro
522,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar. https://t.co/On5HlDb1qU,Neutro
523,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar.. https://t.co/bugcJ6VIuN,Neutro
524,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar... https://t.co/13vsEsnWgV,Neutro
525,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar.... https://t.co/C0u1iIRCup,Neutro
526,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar..... https://t.co/8PXRJ68ay9,Neutro
527,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar...... https://t.co/8PXRJ68ay9,Neutro
528,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar....... https://t.co/8PXRJ68ay9,Neutro
529,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar...; https://t.co/hHX1FmiGhv,Neutro
530,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar.; https://t.co/xWfo5GL7Ll,Neutro
531,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar/ https://t.co/xWfo5GL7Ll,Neutro
532,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar// https://t.co/0NbvVbYveG,Neutro
533,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar/// https://t.co/JRBzMuVePZ,Neutro
534,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar////// https://t.co/6ap9Zp8rnY,Neutro
535,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar; https://t.co/WXLZcsOQMD,Neutro
536,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;. https://t.co/YHxeorhB5O,Neutro
537,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;; https://t.co/2yeKZ06fTL,Neutro
538,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;. https://t.co/jcLnB73XcW,Neutro
539,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;. https://t.co/70410TGQsK,Neutro
540,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;; https://t.co/1JWUBH0LYS,Neutro
541,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;;; https://t.co/1elytxd1iX,Neutro
542,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;;;. https://t.co/gzuBM7gs25,Neutro
543,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;;;; https://t.co/0lDPNxSYzv,Neutro
544,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;;;;. https://t.co/DmRfIaj4lv,Neutro
545,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;;;;; https://t.co/UGa7UXMYpX,Neutro
546,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;´´ https://t.co/kXAibhfCUd,Neutro
547,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar´´- https://t.co/yHubB53Hjj,Neutro
548,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/0AslI14vLK,Neutro
549,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/0RipTqpgbz,Neutro
550,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/9BTZ3RybPT,Neutro
551,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/CkHgWYN3S0,Neutro
552,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/deykApUXNW,Neutro
553,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/epwiBB4Hys,Neutro
554,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/EQhVFHYo5p,Neutro
555,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/hYsw47j6ZU,Neutro
556,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/nBY2kvgk7b,Neutro
557,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/nuhZ90eRzD,Neutro
558,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/Rb7ZBZkYPc,Neutro
559,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/rwEI0KaK5P,Neutro
560,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/s6Q2lnmdCe,Neutro
561,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/T2o7otuSyg,Neutro
562,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/TWMRIwN2HP,Neutro
563,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/U08DpRL01q,Neutro
564,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/uDrVaKtuss,Neutro
565,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/xByig3uJKR,Neutro
566,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/yCvSuAmoja,Neutro
567,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/ZFfs6otvv7,Neutro
568,"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer , https://t.co/1ymYs0aO4z",Neutro
569,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer https://t.co/2xRGNQcPR2,Neutro
570,"É grave o estado de saúde do atacante Michael, que disputou o Brasileirão pelo América/MG. O carro em que estava colidiu com uma vaca.",Neutro
571,É muita falta de vergonha e principalmente de respeito pela população. É assim e de outras maneiras que o nosso... https://t.co/yegiuJStl7,Neutro
572,"E o Governo de Minas pelo Mineirão. Hj, alguns times pequenos ainda batem uma bolinha lá! @pvcefox @UOLEsporte https://t.co/uL44bYnw6P",Neutro
573,E REALMENTE UM INFELIZ E DESGRAÇADO.. https://t.co/L4B993d6JY,Neutro
574,Eduardo Cunha fica isolado em presídio do Paraná - Politica - Estado de Minas https://t.co/2agERpq9Iv,Neutro
575,Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas https://t.co/BnxRYwkP02,Neutro
576,"ei governo de mg , cade voces abrindo os concursos publicos de 2017",Neutro
