,Unnamed: 0,Texto,Sentimento
9830,9830,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9831,9831,"eu acho que agora minha mãe tá enlouquecendo de verdade, ela tá colocando vídeos pro cachorrinho assistir no celular e falando “olha o que é música de verdade”  ",medo
9832,9832,"tem uma vizinha de janela me encarando que guria louca e escrota, deixa eu dublar minhas músicas em paz",medo
9833,9833,fico até impressionado por saber o qnt vc me conhece,medo
9834,9834,primeiro dia de aula amanha aqui na gringa,medo
9835,9835,163       rt = 1votofui botar o vídeo do cd da  ao contrário na tv e não tocou,medo
9836,9836,"sonhe, pratique e realize! tudo é possível    ",medo
9837,9837,to começando a ser fria com o pessoal,medo
9838,9838,"vai namorar comigo sim, se não vou sequestrar —  ",medo
9839,9839,confira o primeiro trailer dublado de  profundo.  estreia em 08 de março nos cinemas. fiquem ligados!,medo
9840,9840,onde tiver que ir a gente vai sem  da  no fio da navalha…,medo
9841,9841,o dia em que eu mais tive medo na vida. fui assistir aqui pensando que ia dar conta de vê numa boa. kkkkkkk nem deu um min e já parei ...,medo
9842,9842,ver filme de terror e em seguida sair de casa,medo
9843,9843,"uma senhora q eu nunca nem vi me mandou a música ""noites traiçoeiras"" no wpp. acho q isso é um toque ",medo
9844,9844,"eduardo pagou um lanche pra mim hoje, pra maior surpresa ele mesmo me ofereceu do nada... ",medo
9845,9845,tremi até as bases agr,medo
9846,9846,será que só eu tenho  de me apaixonar?,medo
9847,9847,vi enem 2017 nos trends e me assustei achando que já tinham saído os resultados,medo
9848,9848,"mds , quem foi esse zagueiro que furou? kkkkk ",medo
9849,9849,de volta à cidade do medo - capítulo xxiv,medo
9850,9850,já vimos o que aconteceu qd entraram dois pares de gêmeos... agora pensa... uma familia inteira...,medo
9851,9851,"que macabro! atualmente estou sem vizinhos, já que a minha era uma senhorinha que faleceu. e há 1 ano o apto. está fechado e sem ninguém. hoje pela manhã a porta estava aberta e sem ninguém! fui ver agora de novo e continua! fechei. talvez ela queira privacidade. ",medo
9852,9852,hoje minha irma quase foi sequestrada,medo
9853,9853,confesso: comecei a assistir   domingo. estou na sexta temporada... cada temporada de 10 episódios com quase 1h cada um.,medo
9854,9854,"novo prédio no baixo pinheiros. e eu me pergunto, por que desse jeito?  ",medo
9855,9855,conheça a terrível criatura das profundezas. http://bit.ly/2fuh4rv,medo
9856,9856,uma sexta qualquer aí   3,medo
9857,9857,acabei de receber essa mensagem do,medo
9858,9858,conheça a terrível criatura das profundezas.,medo
9859,9859,"to curtindo novela e silvio santos, quantos anos eu realmente tenho? ",medo
9860,9860,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9861,9861,uma pessoa da índia começou a me mandar msg no wpp e coração pés,medo
9862,9862,"pelos deuses, isto ñ  pode estar acontecendo de novo... ",medo
9863,9863,"gentee eu quero morrer ir pro céu e ser amigas da natacha, sabrina pq manoo elas sabe de tudo e não perdoa nada ",medo
9864,9864,minha supervisora me seguiu no instagram,medo
9865,9865,"eu venho no dentista todo mês, mas nunca vou me acostumar. ",medo
9866,9866,estou sendo stalkeado kkkkk,medo
9867,9867,"fiz minha sobrancelha numa clínica hoje. fui o primeiro homem a ter a foto do antes e depois postada no instagram. isso significa que tava feia a coisa? ou que o resultado ficou tão bom, que valeu a pena ser postada? mas é uma coisa legal. eu acho... ",medo
9868,9868,suspeito muito de quem compartilha ou curte foto/video de espinhas alheias sendo espremidas.,medo
9869,9869,sabe o que me incomoda a ponto de me dar agonia? casais que parecem (fisicamente) irmãos. arrepios... brlrlr...,medo
9870,9870,melhor é a ana falando sozinha,medo
9871,9871,a curtida mais rápida de todo o oeste,medo
9872,9872,meu professor disse q viu meu curious,medo
9873,9873,ai do google é capaz de falar quase idêntica aos humanos. http://google.com/newsstand/s/cbiw6emrozc… //,medo
9874,9874,"deus, que eu nunca cruze com essa mulher. amém, aleluia! ",medo
9875,9875,não mostraram o marcinho,medo
9876,9876,bel tá sitiada !!,medo
9877,9877,amanhã vou botar aparelho,medo
9878,9878,tenho que ir no postinho de saúde .. já teve caso de febre amarela aqui perto !!,medo
9879,9879,vai chover muitooooo,medo
9880,9880,busque  por  e não por   -            http://materialgospel.com.br/busque-santificacao-por-amor-e-nao-por-medo/…,medo
9881,9881,a chapecoense ainda nao apresentou o marcio araujo nao é?,medo
9882,9882,começar academia segunda,medo
9883,9883," “está sendo buscada uma segurança perfeita que nunca será alcançada. pensar que, em contextos de violência, tudo isto é a grande solução é como comprar mais aparelhos de ar condicionado para resolver os problemas representados pela mudança climática” ",medo
9884,9884,sabia que é possível automatizar várias atividades de marketing e que muitos profissionais optam por executar-las manualmente?,medo
9885,9885,se tivesse linha chilena em  a guerra já teria acabado.,medo
9886,9886,passistas da beija-flor dançando samba com funk do passinho na sapucaí. uma pergunta vital: o laíla sabe disso ?,medo
9887,9887,lanai disse que ela brilha muito... deve ser parente da brilhosa do outro reality,medo
9888,9888,a propaganda do ricardo eletro dá,medo
9889,9889,"tá... fiquei curioso! kkkkk  se você estiver lendo isso, mesmo que não nos falemos muito, comente uma... ",medo
9890,9890,"migo para de mandar nudes assim — tenho que parar mesmo,  ",medo
9891,9891,stou te stalkeando —,medo
9892,9892,porque amo a minha casa.,medo
9893,9893,"quantos ano tu tinha? foi ano passado   de vc me enforcar kkkj — eu tinha uns 13 anos, pode deixar que eu enforco com carinho  ",medo
9894,9894,"trabalhar, fazer faculdade, estudar e descansar da tempo em 24 horas ? ",medo
9895,9895,o nome do time é água santa e começa a chover e eles começaram a jogar bem kkkkkkkkk,medo
9896,9896,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9897,9897,"estou assistindo stranger things, de repente uma ventania muito forte balança as folhas da árvore e começou a chover. ",medo
9898,9898,como será. esse reencontro...,medo
9899,9899,falei que o jaguars iriam ser á surpresa dessa temporada,medo
9900,9900,hoje só tô jogando verdades,medo
9901,9901,tava atualizando meu windows e faltou luz,medo
9902,9902,meu cabelo tá caindo muito,medo
9903,9903,amanhã vou lá p casa dele almoçar kk,medo
9904,9904,carlinhos foi pego na blitz,medo
9905,9905,só quero ver a minha cara na foto da festaaaaaaa,medo
9906,9906,tá caindo um toró d'água...,medo
9907,9907,"cobras corredeiras conseguem engolir um adulto (baixo e magro, vulgo, eu!). google. pesquisar.   ",medo
9908,9908,queria por uma foto da momo no meu perfil do wpp mas minha irmã falou q se um dia eu fizesse isso ela ia me zoar muito kk,medo
9909,9909,vou guardar o celular,medo
9910,9910,será que o real vai segurar o psg ? —,medo
9911,9911,te vi na vhs ontem. — eita em que momento?,medo
9912,9912,"qual suas banda fav — tnbhd, the xx, am, tøp, pvris, warpaint d estar esquecendo alguma ",medo
9913,9913,mds ta trovejando mt forte,medo
9914,9914,3 perguntas sobre isso,medo
9915,9915,excelente palestra: a separação dos amantes – flávio,medo
9916,9916,">> porque as pessoas ""passivas"" tem tanto  vey?? talvez por causa da  de pessoas mais ""ativas"", quem sabe  ",medo
9917,9917,sonhar com o negócio e depois receber a mensagem dizendo que aconteceu,medo
9918,9918,sixers com 6 pontos de vantagem faltando 5 minutos pro fim do jogo.,medo
9919,9919,na próxima encarnação vão me torturar com meus pais me levando na faculdade no primeiro dia e tirando foto na porta da sala,medo
9920,9920,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9921,9921,nao sei mais chegar na escola nao sei como q usa mochila nem como q anda eu to com,medo
9922,9922,indo pro médico descobrir meu futuro..,medo
9923,9923,ivan viajando hj de férias = marllon mais solto do que arroz.,medo
9924,9924,toda vez q eu to perto de viajar eu sinto algum prol de saúde...  :/,medo
9925,9925,de leva hate no ultimo tweetgalera eu gosto de suju viu,medo
9926,9926,27 assassinatos somente no final de semana no  e depois reclamam que aconselham americanos a evitar o estado.,medo
9927,9927,"surto do caralho de febre amarela e o ""médico"" diagnóstica o cara com rinite! tamo fudido com esses médicos!   ",medo
9928,9928,estou rodeado de placas de laser derretendo minha gordura,medo
9929,9929,"faltam 3 dias pro meu aniversário, ainda n me arrependi de n ter feito festa, mas vamos ver né kk ",medo
9930,9930,encontrei varias pessoas ontem no bloco,medo
9931,9931,massa esses árabe me seguindo no twitter será que é da família? hsushsushshs,medo
9932,9932,"galera, tem um  meu muito top chegando.         ",medo
9933,9933,isto que é uma formação meteorológica...   em praia do forte cabo frio,medo
9934,9934,vou lá,medo
9935,9935,"sobrinha do  deu o meu nome p boneca dela, vcs entendem oq é isso anabel para uma boneca ",medo
9936,9936,amanha vou no medico sera q vou viajar de aviao,medo
9937,9937,"e hoje, tirando foto de um prédio abandonado antigo na cidade, a câmera faz aquele quadradinho reconhecendo um rosto lá dentro.  ",medo
9938,9938,indo pegar a balsa,medo
9939,9939,to shook ainda com a foto que a eduarda me mandou parece mt eu mano,medo
9940,9940,serasi a bibi me vê na tl ?,medo
9941,9941,"eu preciso comprar muito uma coisa, mas não posso fazer dívida ",medo
9942,9942,mas agora eu to reparando que acordei 4hrs ontem e hoje,medo
9943,9943,"alemão tá aqui do meu lado falando enquanto dorme, ",medo
9944,9944,meu irmão fez lanche e trouxe pra mim,medo
9945,9945,tá igual a outra vez,medo
9946,9946,"mlk, o clima de bsb é muito estranho ",medo
9948,9948,quase que meu pai descobriu que fui no sekko k k k k k,medo
9949,9949,"vish, mas só tem zebra nessa primeira rodada? ",medo
9950,9950,acho que alguem ta tentando hack meu snap pq ele ta saindo o tempo todo,medo
9951,9951,sonhei que tava namorando e o rosto do piá parecia familiar,medo
9952,9952,manu curtindo a resposta da yasmin p mim,medo
9953,9953,para a loja mandar o boleto para pagar já está complicado imagina mandar o produto,medo
9954,9954,quando vc sonha com ataques terroristas concomitantes em vários lugares do mundo e fica meio impactada o dia inteiro,medo
9955,9955,lorena me mandou áudio uma hora dessas,medo
9956,9956,de volta à cidade do medo - capítulo xxvi,medo
9957,9957,estão me vigiando kkkkkkkkkkkk,medo
9958,9958,"eu vou sem entrar por algumas horas,tomara que meus ídolos nn fazem follow spree ",medo
9959,9959,minha tv ligou sozinha do nada,medo
9960,9960,torneio regional de robotica no cic  — né,medo
9961,9961,acho que o  está meio sem rumo...,medo
9962,9962,eu ainda fico assustada em ver como ele acerta as coisas aaaa,medo
9963,9963,acabei de apagar a luz da cozinha daí eu vim para sala né ligar a tv e pá aí na mesma hora que eu liguei a tv a luz da cozinha ligou,medo
9964,9964,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9965,9965,de chegar 00:00 e nem minha mae lembrar de me dar parabéns,medo
9966,9966,sonhei com uma pessoa q n era pra eu sonhar e q eu n sonhava há muitos meses,medo
9967,9967,que tiro foi esse viado? e olhe que eu n to falando da música viu,medo
9968,9968,"quem nunca deito numa rede com mais uma pessoa não sabe o que é ter medo da morte,  ",medo
9969,9969,o medo segue os nossos sonhos...,medo
9970,9970,ele falou que quer me mostrar umas músicas românticas,medo
9971,9971,"credo, já tem data de prova marcada no anglo ",medo
9972,9972,"mdddsss, amanhã minha mãe viaja e eu fico em casa sozinha....",medo
9973,9973,fiz um currículo,medo
9974,9974,"mds, botafogo vai a campo no 4-3-3 ",medo
9975,9975,sim e tem gente que diz que essa criatura é a salvação do brasil,medo
9976,9976,"gente.... faço isso direto, principalmente em público. ",medo
9977,9977," vou começar o dia com um  cigano:quem tem  de viver, vive pela… ",medo
9978,9978,não gosto de pega avião na chuva,medo
9979,9979,mds só da anônimos falando do pau do patrick na tl da madruga,medo
9980,9980,do nada começaram a me seguir um monte de gente,medo
9981,9981,app do santander atualizando para o iphone x,medo
9982,9982,de quem vai estar nesse tal de 1ºb,medo
9983,9983,priscila tá digitando faz 3 dias,medo
9984,9984,eu nesse exato momento com medo da morte,medo
9985,9985,meu deus,medo
9986,9986,vou viajar de ônibus hoje,medo
9987,9987,caindo o céu em sp,medo
9988,9988,imagina estudar numa escola com uma diretora má dessa bicho?  baisho fazendo participação de luxo em,medo
9989,9989,to de olho viu —,medo
9990,9990,se te encontrar em algum bloco te pego de jeito —,medo
9991,9991,eu mando mensagem pra giovanna e ela responde em 1 segundo parece até que fica com a minha janela aberta,medo
9992,9992,"julia respondeu meu status com ""quero falar contigo"" ",medo
9993,9993,não sei o que acontece pra eu acordar a todo minuto,medo
9994,9994,oq minha cachorra ta fazendo,medo
9995,9995,tenho stalkers dentro do mercado  print by minha secretária do messenger,medo
9996,9996,"esse indiciamento do haddad pela polícia federal é uma piada de muito mau gosto. os caras nem tem provas, apenas uma convicção baseada numa suposição de que ele sabia. ",medo
9997,9997,hoje tenho aula de direção,medo
9998,9998,"tentando salvar alguma coisa p/prova.  (at  | fundação getulio vargas in rio de janeiro, rj) ",medo
9999,9999,"toda vez que o isaque me vê ele pergunta ""e ai, muito obs?"" ",medo
10000,10000,tô no busão..tem uma garotinha que tá com cara de que vai vomitar..,medo
10001,10001,eu e júnio vamos lá pra imbaú amanhã,medo
10002,10002,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
10003,10003,hoje tenho um encontro com um crush do trabalho.,medo
10004,10004,minha conta tá privada e não fui eu de deixei,medo
10005,10005,"tô atrás de uma professora para me orientar no tcc, mas tenho medo de ela já não estar dispoível. mandei e-mail mas kd resposta?    ",medo
10006,10006,e cada dia que passa sinto uma grande diferença no meu corpo.. sinto que comi um banquete sem ter comido absolutamente nada!!    ;$,medo
10007,10007,só agora tô me dando conta que esse ano eu faço 22 anos  meu deus o tempo passa voando depois dos 20,medo
10008,10008,quando vc tá ouvindo o  e apaga a luz pq deu o tempo do censor do banheiro na parte da noiva do porão,medo
10009,10009,q gatinho bonitinho... oin!!!!!,medo
10010,10010,aquela agonia básica porque estão chamando todo mundo no trabalho e nada de me chamarem...,medo
10011,10011,q viagem vc vê uma pessoa no buzu e depois achar ela no instagram no mesmo dia,medo
10012,10012,bom dia pra quem acordou sonhando com um acidente de ônibus e irá fazer uma viagem em um domingo. hahahahah,medo
10013,10013,a luz do banheiro queimou vou ter que tomar banho no escuro,medo
10014,10014,gente que usa gerúndio como se fosse formal: “vou estar colocando seu nome na lista”,medo
10015,10015,o meu  mesmo que tenhas  vai onde tiveres que ir! existem  que só se podem agarrar á primeira! concordas?,medo
10016,10016,quem será  nessa bagaça??,medo
10017,10017,do jc3 — seu bairro que da medo boba,medo
10018,10018,de sentir .,medo
10019,10019,to nem acreditandooooo q isso deus é top e o destino é mara porém,medo
10020,10020,vou lá pras bandas do entulhão,medo
10021,10021,preciso começar a autoescola,medo
10022,10022,ana é mt louca,medo
10023,10023,eu e o tubarão  rsrs,medo
10024,10024,eu sempre seguro o espirro,medo
10025,10025,socorro como essa gringa sabe da dieta do james e que ele eh intolerante a lactose eu ia morrer sem saber disso,medo
10026,10026,um rapazinho com cara de drogadito me add no facebook agora,medo
10027,10027,[16/1 23:37] smurf: chuvas de fts zoadas[16/1 23:41] elisa_crf:,medo
10028,10028,não me canso de te stalkear —,medo
10029,10029,"bora hackear você e vazar essa voz aí — se essa voz vazar, eu não tenho envolvimento.  ",medo
10030,10030,alguem da escola me encontrou kk,medo
10031,10031,o show da anitta em sp vai ser quase meia noite os ônibus param o metro vai fechar o cu tremeu,medo
10032,10032,"oi, tenho uma paixão gigante por ti, mas a minha baixa auto estima nao me permite me expressar pessoalmente —  ",medo
10033,10033,"felipe fica falando essas coisas e o povo acredita, para, o sisu nem abriu ainda ",medo
10034,10034,eu e o namorido vamos sair para jantar e ele não me disse onde kkkkk,medo
10035,10035,pode ser algo grave sentir a cabeça latejar no topo e laterais?,medo
10036,10036,tem uma galera que me segue que eu nem imaginava que tinha twitter kkk,medo
10037,10037,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
10038,10038,"o que a gente faz quando um desconhecido altamente suspeito aparece do nada no portão da sua casa às 2h da manhã? seja bem vinda, insônia!  ",medo
10039,10039,tem umas crianças aqui na pastelaria falando uma no ouvido da outra e rindo pra mim,medo
10040,10040,[18/1 21:42] amor: tem duas fotos q quero tirar ctg[18/1 21:42] maria lara:,medo
10041,10041,"quando o meu pai pergunta: ""você está dirigindo em jundiaí?""",medo
10042,10042,"eu amo ser magro, muito mesmo, mas estou abaixo do peso ",medo
10043,10043,na larica meu estômago eh um poço sem fundo como mt serio,medo
10044,10044,meudeus parabens!!!! eu ainda não vi a minha nota kk ;-;,medo
10045,10045,deus me free de estar julgando  ele mal ou vendo coisa mas eu acho que ele ta sim mr olhando diferente,medo
10046,10046,"me da um nervoso quando minha mãe olha e fala ""você tá certa."" não sei se é sério, ironia ou o que é.. ",medo
10047,10047,"meu amiguh! contando cmg eu ja vi umas 6 pessoas reclamando de dor de cabeça hj na tl, mais alguem ai ta com dor? seh loco ",medo
10048,10048,porem pod vir,medo
10049,10049,sera que a dahyun fez algo no cabelo?,medo
10050,10050,serginho alfinetando a preta,medo
10051,10051,hoje vênus entra em aquário.,medo
10052,10052,tenho q ir p tubarão e ta vindo temporal,medo
10053,10053,vai perder o amor da sua vida fica esperta —,medo
10054,10054,"está chegando.....   em são miguel arcanjo, sao paulo, brazil ",medo
10055,10055,mandei um áudio de 50s pra mãe da amanda,medo
10056,10056,aquele momento que voce começa a desabafar e o  começa a curtir os twittes kkkkkkk,medo
10057,10057,"sabe quando o coração bate mais forte?  poderia ser um infarto, mas é pior q isso ",medo
10058,10058,acho q a ana paula é a nova emilly,medo
10059,10059,pênalti pa nois,medo
10060,10060,estão muito violentas,medo
10061,10061,"carro avança sobre pedestres na praia de copacabana, no rio de janeiro. será um ataque do estado islâmico? ",medo
10062,10062,dessa participante..... gostei,medo
10063,10063,quero so ver essa minha nota,medo
13551,13551,e  de gnt assimna minha cuiaba naoooooo,nojo
18156,18156,1 baratosempre escove os dentes antes de dormir!,nojo
18967,18967,"abri meu facebook e é pipipipopopo bozonaro 17, quero ver essas pessoas defendendo o coiso quando ele começar a agir...  ",nojo
19779,19779,"twitter mostrando que é a melhor rede social, definindo o que eu tô sentindo agora!   ",nojo
19861,19861,"as pessoas me perguntando sobre minha posição política, só tenho uma coisa pra falar:   e ",nojo
20962,20962,pedrinho matou o pai com várias facadas e depois arrancou seu coração e comeu. depois daí foram mais de 100 homicídios.  e a  é só amores na reportagem.,nojo
21412,21412,almoçar junto com pessoas q comem de boca aberta pior coisa!!!!,nojo
21717,21717,"a verdade sempre vem, mesmo que a  importância do assunto não seja mais a mesma.  ",nojo
21751,21751,"olha o q o cara falou, q escroto! ""se fóssemos bestas n estaríamos na rússia e sim no brasil trabalhando como vc."" que nojo     ",nojo
21842,21842,vagabundo e ladrão igual a todos que soltou. e ainda vão receber 16% de aumento,nojo
22130,22130,mano a rede globo é  um lixo !,nojo
22131,22131,"parabéns pro casal tyren, primeiro beijo depois de sei lá quanto tempo de namoro. hahahahaha não daria nem pra beijo de novela mexicana.   camila, você não merece isso bebê.",nojo
22132,22132,a malta que vai depositar dinheiro em contas de árbitros ......,nojo
22133,22133,"aaaah vai se fodeee, pais lixo do caralho   ",nojo
22134,22134,copia logo meu feed no instagram tambem!,nojo
22135,22135,"eu retweetei, mas não foi pra você querido. espero que entenda ",nojo
22136,22136,"sem saco,quem tem vergonha, não envergonha os outros...",nojo
22137,22137,as pessoas seguram maconha igual segura diploma,nojo
22138,22138,dando show de incompetência e falta de carater,nojo
22139,22139,depois me perguntam pq não como salada no,nojo
22140,22140,de pai,nojo
22141,22141,"se cada pessoa tivesse o poder de explodir alguém,  só me faltaria a bomba. por que a respeito do alvo eu não tenho dúvidas.",nojo
22142,22142," tem um professor de redação, que paga de bom samaritano, medufpi que assedia as alunas novinhas e tudo mais. ",nojo
22143,22143,"o globo totalmente tendencioso e mentiroso, ridículo a emissora, o jornal e tudo que seja ligado a eles ",nojo
22144,22144,tá difícil acreditar em mudanças políticas e ética nesse país.,nojo
22145,22145,meu deus olhando as coisas no facebook agora vejo como a pessoa consegue ser tão falsa,nojo
22146,22146,a pessoa desqualifica a representatividade dos lgbts e ainda tem coragem de dizer que não é falta de respeito.... vocês só querem um pezinho para se identificar com quem realmente não presta,nojo
22147,22147,"o meu irmão é só ridículo, está a bater na cadela porque ela está a ladrar desesperadamente  para ver se a levam à rua. ele acha que continuar a agredir o animal é a melhor forma de o calar, porque o ladrar dela ""irrita"". ",nojo
22148,22148,a gente nao pode ser legal e educado com mulher que ela ja acha que ta dando em cima,nojo
22149,22149,"crlh, o cara vai ser pai da filha da minha amg e fica dando em cima de mim..   ",nojo
22150,22150,to com   de ter conhecido certas pessoas em 2017!,nojo
22151,22151,"o brasil definitivamente não tem solução,  ",nojo
22152,22152,quem defende mostro é igual ou pior do que o monstro.ning sustenta um máscara por muito tempo.,nojo
22153,22153,"mano do céu, se isso é com minha filha quem estaria impune seria eu porque eu teria matado e a lei é bem clara, para que eu fosse preso a vítima teria que relatar o ocorrido e pelo que sabemos morto não fala ",nojo
22154,22154,"gente, só toca sertanejo nos role do rio de janeiro! ",nojo
22155,22155,cambadas de falsos ppq,nojo
22156,22156,petistas... expliquem... defendam...,nojo
22157,22157,"""diga me com quem andas que te direi quem tu és."" show de hipocrisia ontem com  ",nojo
22158,22158,"é muito ladrao nesse país, como q pode um médico desviar mais de 100 milhões da saúde pública   ",nojo
22159,22159,q girl falsa  de um dia ter chamado de amiga,nojo
22160,22160,e o cara encarando os peitos da natalie portman em um evento que está todo mundo protestando contra o abuso contra as mulheres,nojo
22161,22161,vai ficar de nhe nhe nhe mesmo?,nojo
22162,22162,esses homens namorando são piores do que quando estão solteiro  !,nojo
22163,22163,"falou mal dos penduricalhos mas usa o mais criticado e pior, sem preencher os requisitos. não adianta passar pano, gente sem saúde, comida e casa e o cara recebendo dinheiro público tendo casa.  ",nojo
22164,22164,"“ah não generaliza” como não generalizar com o tanto de macho escroto, sem educação e o mínimo de respeito pelo próximo. ",nojo
22165,22165,"assisti ainda pouco uma emissora dizer que porte de arma não traz segurança.me diz então, porquê o dono dela vive com seguranças armados até o dente?    ",nojo
22166,22166,eu acho engraçado quando x fala mal de y pra mim dai eu vejo um post de y marcando x como best friend kkkk,nojo
22167,22167,"o mal das pessoas que não te conhecem é achar que tudo que elas escutam sobre vc seja verdade, independente do que vc tenha feito a vida é sua e outra deve tá falando isso pq tu deu o toco né? aquelas coisas de paris kk",nojo
22168,22168,quero nome das amigas — qualquer uma menos a gabi peres,nojo
22169,22169,"""plus""? no quê? no que não existe? deve pensar que o povo é idiota.  anuncia novas viaturas para dar um 'plus' na segurança http://tribunadonorte.com.br/noticia/governo-anuncia-novas-viaturas-para-dar-um-plus-na-segurana-a/401924…",nojo
22170,22170,não vou nem comentar muito... só,nojo
22171,22171,"cara! ao invés de ficar inventando mais obras, pq não focar em fazer dar certo os programas q estão em andamento?? ta tudo atrasado, desorganizado, errado e os caras cobrando mais e mais orçamentos ""pq essas vão sair"" ",nojo
22172,22172,outra comuna arrependida,nojo
22173,22173,alguém conhece esse país do temer onde a inflação foi a menor dos últimos dez anos? cinismo ou a certeza que somos idiotas.,nojo
22174,22174,n pego bem com vinho e nem catuaba,nojo
22175,22175,"tem umas coisas que as pessoas postam no tt,tão desnecessário cr,principalmente sobre atos sexuais!!!! ",nojo
22176,22176,não suporto e não tolero,nojo
22177,22177,"ultimamente a gente só presta, só vale alguma coisa quando tem algo pra oferecer as pessoas. quando não temos nada, se tornamos nada.",nojo
22178,22178,"tô com fome e só tem fígado aqui , ",nojo
22179,22179,"belíssimo país, governado por um bando de merdas, vagabundos da pior espécie,  ",nojo
22180,22180,gente eu to hitando com o tweet de,nojo
22181,22181,"parece que to vendo, a veia tirando o demo do corpo do gael, ele ficando bonzinho virando mocinho e voltando com a clara  ",nojo
22182,22182,"incrível como esse tipo de coisa é permitida,  e mais ainda é saber q existem pessoas q gostam.  ",nojo
22183,22183,"que absurdo,  e  ...sinto  e  de vcs...",nojo
22184,22184,meu deus olhem que absurdo?! me diz que isso é brincadeira? essas loucas estão tratando a dakota como uma qualquer. e essas mulheres se dizem são suas fãs? pessoas que a tratam como amante de um homem casado. acordem ela está com o chris,nojo
22185,22185,essa otaria nao mereceu nem o abraço da flavia.,nojo
22186,22186,retrato fiel do brasil...,nojo
22187,22187,sporting continua a facilitar contra o benfica. impressionante. tudo comprado.,nojo
22188,22188,"tenho um ódio mortal do fantástico, de todas horas se eles deram 10 minutos de informação de verdade, é só desgraça sendo expremida até não dar mais pra repetir as imagens  ",nojo
22189,22189,não pode entrar uma menina bonita de decote no trem que esses tarados nem pisca,nojo
22190,22190,ranço de quem escarra na rua!,nojo
22191,22191,sabe quando vc pega um ranço da pessoa q n aguenta nem ver ela na foto de alguem q ja te da uma agonia!!! e detalhe ele n fez nada a unica coisa q me enoja eh o jeito q eh muita babaçao e de interesseiro!!!,nojo
22192,22192,"oba, vamos aproveitar pra bombar o nosso candidato ",nojo
22193,22193,respeita as minas que daí eu paro de falar que funk é um lixo,nojo
22194,22194,o país está uma ruína mesmo. nem mesmo música de qualidade é promovida...,nojo
22195,22195,eu não vivo essa realidade!,nojo
22196,22196,por que hétero é tão embuste assim? tão otários e fragilizados que não sabem usar da civilização e partem pra agressão física quando têm sua frágil masculinidade afetada por qualquer coisa que seja.,nojo
22197,22197," menino mimado acostumado a ser tratado como a última cereja do bolo, reprimido durante anos pelo messi. agora com esse comportamento pequeno, mesquinho. um ídolo não manten apenas por suas habilidades natas, o ser humano pesa muito.   ",nojo
22198,22198,o próximo investimento da globo é no  luciano huck....,nojo
22199,22199,qunado a inspiração da música é um ato de estupro de vulneravel já começo errado!!!!,nojo
22200,22200,miriam leitão globonão sabem explicar os juros dos bancos.,nojo
22201,22201,até onde vai isso?,nojo
22202,22202,o que nos faz diferentes,nojo
22203,22203,"se a política brasileira e a segurança não fazem nada, o spotify faz. parabéns pela ação  não podemos ser imundos a este ponto.   ",nojo
22204,22204,"pq pessoas q tem um potencial de beleza alto pra sociedade são escrotas, metidas, etc...? ",nojo
22205,22205,"tava pensando o que leva o ex namorado da sua amiga a mandar msg, dando em cima de vc ?",nojo
22206,22206,pessoas que passam por cima das outras com o propósito de derrubadas eu tenho  desprezo e pena,nojo
22207,22207,"o que vai ser do brasil com esses candidatos sujos e corruptos que estão se candidatando esse ano? pensei que não podia ter mais nojo mas o fernando collor me surpreendeu, é possível sim ter mais ranço. oq será do nosso futuro?   ",nojo
22208,22208,"picinni não presta. bom é o douglas, o pedro pereira, o dalot o maxi pereira etc  ",nojo
22209,22209,"se eu já achava jd um lixo, depois de hj tive a certeza que ele é a caçamba inteira! ",nojo
22210,22210,"primeiro, o @ falou numa entrevista dos seios da dakota e disse q se ele tivesse ""tetas"" tbm mostraria. agora comentou sobre o tamanho do biquíni e ainda fez uma piada de mau gosto onde sexualiza a menina. esse cara ñ respeita ngm, é uma metralhadora de merda ambulante! ",nojo
22211,22211,"os vascaínos não vão esquecer o que você tá fazendo, não importa oq aconteça você nunca será considerado presidente para quem é vascaíno de verdade, para aqueles que amam o clube e não posições. ",nojo
22212,22212,odeio ver os bichinhos abandonados  tem gente sem noção q acha q animal é igual brinquedo q você brinca e depois larga em qualquer lugar,nojo
22213,22213,traidoooor da porra.,nojo
22214,22214,ai mano não tenho paciência pra esse fandom não! uns 85% presta o resto é tudo criança retardada,nojo
22215,22215,começou a temporada dos políticos tirarem fotos em casa humildes dizendo que gostam do povo. besta é quem acredita!!!,nojo
22216,22216,minha opinião é se o nxzero acabou a culpa é do diego somente dele e mais de ninguém,nojo
22217,22217,vc sabia q seu cabelo n fica cheiroso enchendo ele de creme?! isso n é pra usar quando ele está sujo. seu cabelo fica com cheiro de podre com creme!,nojo
22218,22218,eu odeio quando ele me olha com cara de cachorro abandonado,nojo
22219,22219,"realmente eu tenho muito nojo de ler o site http://globo.com. é muita parcialidade, manipulação e golpismo nas matérias.   ",nojo
